10000,from,to,weight
3634,9787,9895,3.93
3635,8771,9662,0.83
3636,3098,615,5.34
3637,1564,7783,5.14
3638,6788,3068,5.24
3639,1278,4109,7.73
3640,1110,4326,26.85
3641,1834,4035,3.43
3642,1435,8907,0.07
3643,7759,2475,11.07
3644,1117,2108,15.62
3645,5822,6064,10.19
3646,8912,4498,5.7
3647,753,490,10.63
3648,7452,5825,13.21
3649,2582,4314,4.05
3650,5052,8687,1.28
3651,1755,493,0.38
3652,5956,7512,17.16
3653,2059,4775,21.68
3654,5036,9066,3.41
3655,3716,2880,0.67
3656,2496,8962,3.43
3657,306,3038,2.66
3658,5676,7188,12.31
3659,823,9576,6.82
3660,7814,5578,13.38
3661,9278,4038,3.34
3662,4507,5675,17.97
3663,346,3772,9.19
3664,2738,5829,15.35
3665,187,235,2.25
3666,2323,3227,3.49
3667,7833,3610,2.74
3668,9403,2692,19.22
3669,9867,6472,6.05
3670,9159,6814,2.83
3671,9833,2750,9.25
3672,8686,2938,15.44
3673,5542,4895,11.24
3674,6078,2906,5.2
3675,1530,4535,5.61
3676,9422,6339,12.49
3677,5107,1028,0.01
3678,7171,551,10.27
3679,3963,8169,0.22
3680,8131,1287,14.76
3681,4035,1925,1.64
3682,9541,6950,11.65
3683,4502,4734,26.05
3684,6906,8266,5.74
3685,60,4382,20.59
3686,5910,8382,0.47
3687,5904,8793,15.28
3688,7446,3901,16.25
3689,7409,4019,5.86
3690,8272,1737,9.19
3691,4934,643,1.64
3692,2295,138,1.92
3693,3538,3269,10.59
3694,7610,1975,1.96
3695,242,4391,17.56
3696,7250,4344,5.8
3697,7326,5026,6.94
3698,4018,9492,3.6
3699,5923,3327,11.24
3700,6597,3765,10.06
3701,8900,1691,12.28
3702,8825,3521,3.51
3703,1946,3624,14.74
3704,3368,2091,0.12
3705,7670,5558,4.3
3706,2652,8606,3.99
3707,7177,5535,5.71
3708,4771,9217,10.68
3709,7490,4992,16.9
3710,4789,1468,24.47
3711,4145,1150,12.47
3712,4945,2642,0.73
3713,8961,8955,7.74
3714,3916,7036,4.45
3715,4597,3369,13.94
3716,6631,619,19.03
3717,1530,9467,1.75
3718,4684,4709,20.87
3719,2140,1731,2.24
3720,5081,9495,9.99
3721,164,3484,4.23
3722,2171,4931,4.43
3723,2145,7404,2.04
3724,9663,2347,15.49
3725,8505,4828,12.16
3726,3968,1850,6.25
3727,6253,9732,2.44
3728,4829,8496,3.74
3729,7016,2291,1.26
3730,7629,5405,9.48
3731,6859,7280,0.38
3732,1014,3829,8.93
3733,3367,2252,7.97
3734,5723,8628,11.72
3735,414,5096,5.12
3736,607,524,4.21
3737,8214,8093,16.32
3738,261,5570,1.42
3739,4128,5473,11.64
3740,212,506,12.32
3741,5960,5897,16.12
3742,7336,2359,14.0
3743,985,1754,14.65
3744,1873,6201,23.92
3745,4114,859,0.96
3746,3370,116,4.7
3747,7243,3289,3.16
3748,9497,9836,12.81
3749,521,8683,9.3
3750,9161,635,18.7
3751,1512,9608,2.97
3752,2050,7525,9.44
3753,9915,2133,0.44
3754,6512,8939,0.51
3755,2258,7433,5.97
3756,7193,8671,3.18
3757,973,8335,4.62
3758,2336,8467,3.08
3759,1386,9473,8.76
3760,489,4950,7.01
3761,9554,6013,10.89
3762,986,7210,5.43
3763,8448,3831,2.16
3764,372,7054,8.95
3765,5643,5613,18.45
3766,4563,1642,5.88
3767,8769,9430,4.4
3768,951,3010,8.83
3769,9433,8886,0.33
3770,9754,8974,12.25
3771,4965,3634,2.28
3772,1602,1163,3.93
3773,9268,3825,1.56
3774,8737,9540,2.14
3775,2658,168,9.38
3776,1377,826,10.83
3777,3088,108,2.59
3778,5188,7970,4.31
3779,5369,1658,2.38
3780,8306,6828,7.87
3781,8317,2954,9.33
3782,663,2027,8.2
3783,629,7082,0.54
3784,6055,2139,5.47
3785,8103,3859,7.2
3786,7752,2520,6.73
3787,5971,9317,12.22
3788,8253,1994,20.5
3789,3879,2044,12.33
3790,9916,9491,4.76
3791,1523,3390,4.27
3792,1886,2182,8.68
3793,4266,8146,17.88
3794,6914,1347,2.41
3795,8457,1529,8.07
3796,5001,6274,13.84
3797,2999,9522,10.03
3798,2895,8561,3.1
3799,9344,6833,14.08
3800,9433,5325,9.87
3801,7672,6942,6.48
3802,3097,8848,0.06
3803,2438,2360,1.15
3804,9362,7850,19.46
3805,8731,4605,0.88
3806,5187,7420,3.98
3807,819,6956,3.99
3808,2562,2219,2.65
3809,2077,4806,10.17
3810,3921,3132,1.36
3811,7927,5510,9.48
3812,9465,453,8.44
3813,7904,4587,15.01
3814,7319,2714,13.97
3815,1013,2944,3.88
3816,2018,5680,1.02
3817,3488,1931,8.08
3818,3447,656,19.2
3819,5698,3984,0.22
3820,5083,5643,21.88
3821,3373,9313,4.04
3822,7553,4552,5.53
3823,6539,5489,4.99
3824,8014,7928,3.58
3825,2116,2185,0.18
3826,939,4523,2.55
3827,1192,9630,2.62
3828,5957,3527,0.95
3829,4129,2070,19.01
3830,1496,3181,22.49
3831,7123,1209,13.59
3832,3921,4205,24.11
3833,8770,1008,16.81
3834,1412,2304,8.85
3835,8075,9800,2.29
3836,8563,8166,6.85
3837,2089,6172,11.12
3838,1700,9929,15.44
3839,4040,2233,7.44
3840,4048,6005,17.77
3841,1012,8331,9.93
3842,8709,9783,1.86
3843,1172,3873,3.25
3844,9513,7329,11.6
3845,2825,7127,11.94
3846,2513,4449,0.11
3847,885,7074,3.59
3848,1221,3899,7.45
3849,4151,8693,8.85
3850,5787,2334,0.84
3851,6478,8730,11.44
3852,9502,3920,11.2
3853,5275,5023,8.97
3854,1598,7641,1.4
3855,9478,7021,8.96
3856,9751,7445,13.48
3857,2791,5519,0.92
3858,6987,4849,9.36
3859,1027,8983,0.89
3860,7496,6748,9.92
3861,5814,134,17.31
3862,1223,3785,2.05
3863,1544,5410,0.31
3864,8685,6404,5.7
3865,944,7023,0.13
3866,9244,5604,17.35
3867,3372,735,6.58
3868,8189,1612,16.79
3869,5174,2296,20.27
3870,2233,4675,12.41
3871,2646,3973,15.24
3872,5339,8379,9.67
3873,6732,502,8.41
3874,6727,7008,1.84
3875,3086,5101,26.49
3876,1656,8049,0.23
3877,1171,6416,14.33
3878,9890,2241,3.53
3879,9458,9290,8.72
3880,288,5021,27.63
3881,9782,3724,3.1
3882,3936,8428,5.44
3883,7126,6664,10.4
3884,6291,4106,19.83
3885,40,1640,2.06
3886,9830,1338,0.85
3887,1359,8158,5.74
3888,9256,3776,6.92
3889,182,6585,1.96
3890,9767,8796,1.69
3891,717,1831,3.69
3892,8718,1378,11.43
3893,5343,2253,2.87
3894,4527,5854,5.01
3895,8064,6512,12.31
3896,8419,7693,18.76
3897,9099,24,5.65
3898,145,3540,12.35
3899,6874,829,3.35
3900,1957,5723,6.44
3901,1271,9288,10.8
3902,717,3129,4.29
3903,9009,6748,13.83
3904,5833,3812,12.64
3905,4450,6294,13.28
3906,4890,8138,6.55
3907,8047,8784,3.09
3908,8452,5553,1.85
3909,3191,2340,16.91
3910,1939,5182,3.72
3911,549,1616,1.54
3912,6598,5177,10.71
3913,565,6057,0.26
3914,760,4313,17.34
3915,5472,8395,11.37
3916,3762,3247,0.04
3917,3212,7103,7.84
3918,3385,6263,0.24
3919,7792,6898,3.68
3920,2849,4609,17.01
3921,9791,3982,7.47
3922,1374,3781,6.48
3923,8217,7424,5.01
3924,8614,2785,0.87
3925,9774,593,4.33
3926,4275,2988,8.08
3927,955,6059,5.53
3928,530,6546,5.08
3929,6131,2396,0.8
3930,2121,1567,9.17
3931,23,5695,8.53
3932,2797,3252,13.97
3933,2428,6152,15.77
3934,515,1896,9.3
3935,577,9830,4.76
3936,2533,7556,3.56
3937,9265,2742,2.39
3938,9827,569,5.42
3939,2825,7320,9.19
3940,6717,898,1.6
3941,4758,8586,8.12
3942,6631,2512,9.9
3943,4075,1725,9.58
3944,3024,4494,12.39
3945,6771,7771,9.8
3946,9352,7280,10.51
3947,9466,2500,20.89
3948,3813,5188,3.46
3949,6176,9878,2.56
3950,7897,3459,9.58
3951,4732,7153,3.4
3952,7367,5621,3.81
3953,778,6544,19.34
3954,5295,5958,11.11
3955,9259,2236,4.4
3956,21,1280,15.55
3957,3001,128,11.15
3958,6442,7895,5.85
3959,964,6633,0.37
3960,6655,9408,7.27
3961,9109,9403,17.35
3962,8238,1671,5.14
3963,244,1185,5.51
3964,415,2913,11.99
3965,8983,7553,14.43
3966,1343,1476,13.98
3967,9725,1460,2.01
3968,6399,1543,22.59
3969,7753,2118,1.03
3970,1155,1199,12.29
3971,5153,7117,5.73
3972,6564,2178,6.42
3973,5916,6397,0.68
3974,2583,4972,3.26
3975,4975,1083,7.71
3976,9861,8802,5.1
3977,7547,7791,13.41
3978,9250,3266,14.48
3979,1993,5912,0.18
3980,191,5394,7.99
3981,9767,1192,12.82
3982,4003,2995,0.48
3983,9081,5849,1.72
3984,6191,5190,3.57
3985,9233,5773,1.98
3986,2143,2263,3.43
3987,2696,1518,3.97
3988,2938,1144,8.42
3989,6963,732,7.05
3990,2031,1683,14.05
3991,6929,4254,13.56
3992,8510,6262,6.85
3993,4983,6352,15.95
3994,2741,9645,2.68
3995,6800,7546,3.53
3996,9011,5596,2.42
3997,8917,6165,4.9
3998,8903,4582,0.93
3999,4253,2640,1.11
4000,5268,575,12.54
4001,2679,2661,3.08
4002,9127,6594,5.49
4003,8151,9913,1.02
4004,7410,4439,2.89
4005,5310,4897,10.89
4006,5156,9831,20.91
4007,7764,2415,19.22
4008,322,6770,11.17
4009,3320,1656,2.04
4010,534,3381,22.22
4011,1005,6726,3.45
4012,6349,1126,17.16
4013,7000,1427,14.99
4014,680,6297,9.67
4015,3752,8002,9.49
4016,4743,8587,19.78
4017,2965,9714,1.0
4018,1632,5729,4.49
4019,1799,1221,13.15
4020,9114,6738,9.84
4021,9954,3438,0.87
4022,3916,5281,3.5
4023,9531,3288,2.85
4024,3495,9455,24.43
4025,175,1575,1.51
4026,5845,5098,2.74
4027,1303,1462,2.76
4028,8212,2885,11.66
4029,2624,3894,7.5
4030,7759,6789,5.59
4031,9646,4146,11.94
4032,2489,30,18.67
4033,1939,1274,9.89
4034,7486,7040,2.26
4035,6306,6181,6.37
4036,6985,4534,9.43
4037,8213,2199,11.76
4038,3030,6261,9.26
4039,6046,5106,2.48
4040,8248,4198,7.47
4041,2864,9733,2.82
4042,1886,6079,0.98
4043,2509,5284,18.32
4044,5495,4470,5.74
4045,8118,1691,16.52
4046,3429,5808,6.35
4047,2968,9311,2.2
4048,8948,6551,1.43
4049,7360,9314,3.37
4050,8928,5737,11.07
4051,3179,4510,13.6
4052,4393,2535,6.13
4053,6682,2575,4.82
4054,595,2399,8.35
4055,4226,249,4.98
4056,9486,1075,2.97
4057,5167,9211,0.5
4058,8199,7664,14.31
4059,7813,5838,1.07
4060,8766,549,6.42
4061,2822,4254,15.64
4062,4496,4323,5.57
4063,908,5630,12.86
4064,3489,1999,3.36
4065,9389,6586,10.16
4066,530,529,18.94
4067,8225,9003,3.72
4068,726,6177,1.06
4069,3089,821,15.27
4070,1163,8289,7.05
4071,4651,964,2.75
4072,9868,8490,15.1
4073,4621,8655,16.2
4074,7930,7279,5.85
4075,5339,7112,13.14
4076,1122,6987,4.48
4077,4479,8297,7.04
4078,4274,9253,2.73
4079,7405,3142,0.59
4080,8493,7604,1.69
4081,8038,5096,4.96
4082,7858,6884,12.47
4083,116,5262,10.83
4084,2462,6144,4.97
4085,8758,7747,0.59
4086,8705,4117,11.97
4087,3719,3638,7.23
4088,475,1002,6.36
4089,4417,7407,10.8
4090,9917,6763,6.58
4091,7454,8969,14.83
4092,7013,6520,5.14
4093,7521,8984,2.85
4094,9782,2168,4.77
4095,7186,5834,9.41
4096,159,3705,6.42
4097,6846,2035,14.31
4098,3817,6538,0.67
4099,7500,9155,3.62
4100,3181,9522,14.57
4101,2244,7404,14.14
4102,948,6476,5.72
4103,3995,6877,23.52
4104,7937,9215,8.42
4105,3259,6021,11.21
4106,3645,907,3.81
4107,4618,114,6.07
4108,1244,8818,0.35
4109,9408,818,4.43
4110,1915,6923,21.49
4111,3710,4975,1.88
4112,3083,8027,2.92
4113,4186,8895,2.26
4114,6665,9920,3.99
4115,5497,1833,1.12
4116,1090,5663,7.95
4117,4728,1455,0.13
4118,1247,2763,1.4
4119,5371,7408,0.41
4120,5965,5036,10.42
4121,2301,9812,7.09
4122,1837,3104,3.39
4123,2364,4041,6.66
4124,5479,6403,13.95
4125,7303,9604,2.44
4126,1896,1636,0.18
4127,2444,5653,7.49
4128,1957,1872,9.12
4129,6541,4057,9.87
4130,7666,2505,12.81
4131,3324,3194,4.07
4132,5961,2840,2.13
4133,4503,1579,13.28
4134,1155,751,2.08
4135,3839,657,21.49
4136,9195,5899,2.63
4137,5553,4152,5.92
4138,949,8849,11.4
4139,1432,9255,19.21
4140,8446,2316,7.21
4141,701,8431,5.54
4142,564,1835,17.39
4143,6501,5367,4.29
4144,3413,3821,7.12
4145,1701,1192,13.23
4146,1606,9140,1.81
4147,4186,7657,6.54
4148,3540,5980,8.03
4149,3107,5727,0.66
4150,2944,8097,1.58
4151,7682,2223,9.89
4152,5372,9094,7.82
4153,5754,2441,4.67
4154,8114,3694,5.97
4155,3083,3620,5.84
4156,9115,849,9.76
4157,8485,9327,9.95
4158,6134,7236,1.43
4159,1787,2013,9.85
4160,7733,860,0.33
4161,5265,2686,0.54
4162,5156,590,2.01
4163,3643,6078,5.25
4164,8858,1153,7.81
4165,5320,7429,12.99
4166,7197,8040,9.5
4167,5701,9530,3.52
4168,3947,8643,1.17
4169,5141,333,2.37
4170,6163,9460,1.25
4171,9367,7254,0.25
4172,7687,9,2.46
4173,9791,187,5.44
4174,3175,8369,11.31
4175,530,4812,16.87
4176,8430,6531,1.05
4177,9087,5178,1.05
4178,6394,8503,0.55
4179,5291,8817,0.4
4180,3383,1962,16.92
4181,6275,8246,2.98
4182,9385,9491,12.03
4183,1744,1439,4.4
4184,5752,3409,9.4
4185,5853,5338,10.46
4186,592,9617,4.25
4187,1512,2717,8.8
4188,2241,2799,7.51
4189,4820,2063,3.1
4190,492,8145,2.03
4191,108,710,5.27
4192,2043,5240,8.81
4193,3951,6860,3.51
4194,2480,659,8.86
4195,7701,5680,6.38
4196,7663,5682,6.85
4197,6255,647,16.02
4198,8369,5693,1.52
4199,5839,3761,18.29
4200,6100,9164,6.07
4201,9437,6195,6.74
4202,9845,6656,13.63
4203,3587,1822,12.42
4204,7963,372,6.51
4205,6037,3550,10.26
4206,8714,2465,24.44
4207,3730,4797,3.29
4208,2356,4393,13.32
4209,166,575,11.54
4210,9483,9816,2.63
4211,9006,2037,6.33
4212,1210,613,5.11
4213,3624,173,9.49
4214,9081,6235,5.14
4215,5229,5037,17.6
4216,2981,9147,4.67
4217,8775,6771,16.04
4218,9765,9601,1.41
4219,6972,6739,4.21
4220,142,4688,3.89
4221,5663,1183,0.33
4222,5775,7618,17.19
4223,3762,9163,7.62
4224,2111,7633,12.99
4225,7393,9690,14.06
4226,6547,3317,6.94
4227,4803,8952,12.08
4228,9058,2570,3.84
4229,2513,4603,17.89
4230,6252,3622,10.36
4231,5094,4323,5.4
4232,251,3407,7.98
4233,5180,3671,10.13
4234,8073,6612,1.69
4235,5874,2345,3.26
4236,7099,3335,14.64
4237,3656,7764,0.81
4238,1512,2255,1.6
4239,622,4366,15.75
4240,8738,8092,6.98
4241,4816,1044,1.48
4242,2831,4936,10.62
4243,146,1217,15.24
4244,98,6761,15.24
4245,5967,7575,6.19
4246,5913,5748,1.11
4247,8981,2682,0.52
4248,4682,4135,3.61
4249,5943,4126,14.07
4250,1982,60,11.71
4251,6865,4025,10.95
4252,2121,1985,15.9
4253,4913,5963,3.11
4254,8714,6978,16.77
4255,2744,4881,10.7
4256,1473,7672,8.04
4257,8952,5237,11.26
4258,6523,5409,7.21
4259,5472,1694,16.32
4260,3693,8515,7.09
4261,3500,3929,1.54
4262,6815,4666,15.43
4263,6565,6658,9.54
4264,1547,5301,6.2
4265,9017,3828,13.13
4266,1807,5654,0.92
4267,5425,3649,16.15
4268,6908,5900,8.23
4269,7080,1939,8.48
4270,3424,2497,15.32
4271,9484,8166,3.63
4272,936,5578,3.63
4273,8845,3322,0.83
4274,5680,5614,14.12
4275,9461,3428,2.16
4276,4302,9739,7.87
4277,4644,2788,4.69
4278,4131,4347,2.35
4279,5789,5069,10.41
4280,8148,2200,11.94
4281,9984,7212,4.81
4282,693,7623,6.89
4283,9860,2597,5.38
4284,8551,9221,6.29
4285,2523,3389,2.23
4286,2740,4769,0.39
4287,7256,9945,10.84
4288,2727,4468,0.04
4289,5083,2167,0.1
4290,6923,8110,11.21
4291,6386,6050,1.72
4292,1351,3043,16.75
4293,6364,7681,2.29
4294,9425,1819,7.65
4295,7836,5944,10.24
4296,5966,3242,0.86
4297,8547,7655,11.26
4298,6641,7933,6.59
4299,539,488,4.89
4300,6304,3988,18.73
4301,6003,9615,3.29
4302,8206,3716,10.5
4303,7485,8723,16.63
4304,5657,8384,0.31
4305,137,8067,3.64
4306,6601,9599,26.15
4307,8068,8015,12.78
4308,1785,1458,7.6
4309,7020,9361,2.67
4310,845,2052,6.27
4311,5236,4029,5.18
4312,4562,9696,4.31
4313,6869,1089,2.6
4314,3877,8462,13.1
4315,7501,4716,8.49
4316,3507,9212,10.49
4317,6053,1241,4.71
4318,64,6030,11.6
4319,6277,4395,8.53
4320,6146,5973,7.86
4321,4674,5843,1.45
4322,6116,3660,3.63
4323,279,847,5.75
4324,1254,1840,0.76
4325,664,7920,1.96
4326,7522,8544,12.26
4327,2503,7646,13.14
4328,9503,8577,16.39
4329,7720,9154,18.27
4330,5944,7605,5.52
4331,5462,2529,2.65
4332,8888,3389,13.17
4333,5022,8879,10.11
4334,9581,3079,1.95
4335,4979,6165,5.72
4336,7295,9141,13.68
4337,3191,1641,10.9
4338,8721,5586,1.96
4339,8098,4202,6.5
4340,4498,7078,11.28
4341,8270,8186,22.94
4342,8862,4471,11.49
4343,3588,5965,5.02
4344,2043,1479,15.37
4345,3867,5397,2.58
4346,5280,4908,19.32
4347,8013,7950,0.5
4348,6740,1834,10.87
4349,8054,9300,12.23
4350,8103,6044,17.23
4351,762,2748,2.79
4352,8831,8233,0.55
4353,1865,1434,8.55
4354,4804,9812,8.52
4355,9235,9851,10.69
4356,5064,1801,5.48
4357,2437,3025,17.92
4358,5547,4428,14.73
4359,9045,1588,3.16
4360,5993,6819,34.33
4361,4074,8709,9.53
4362,8955,9235,11.46
4363,8107,5430,11.38
4364,5530,2978,16.92
4365,2153,6878,13.38
4366,4221,5442,3.3
4367,3055,8235,2.78
4368,4900,2818,11.38
4369,5326,9638,0.82
4370,9919,2007,2.71
4371,4322,1682,4.74
4372,5146,1016,25.63
4373,5564,988,11.64
4374,3893,8023,15.75
4375,533,3433,17.45
4376,5070,6001,1.55
4377,6897,1634,0.99
4378,8163,3037,4.53
4379,22,6701,0.39
4380,6221,6530,1.57
4381,5921,2159,8.55
4382,2130,4772,0.65
4383,537,7252,7.82
4384,2298,1133,2.61
4385,8224,5566,3.45
4386,9664,2979,7.83
4387,1205,1494,2.62
4388,7190,5737,17.63
4389,6320,5128,14.13
4390,8672,7918,3.94
4391,1567,4335,13.27
4392,1875,4731,0.77
4393,3775,1313,3.89
4394,6582,6926,4.75
4395,1866,8268,7.7
4396,3773,6174,10.82
4397,1758,9903,13.55
4398,1765,6787,12.31
4399,1455,3660,1.74
4400,8672,131,1.97
4401,2339,9695,10.47
4402,5790,3567,9.41
4403,7954,7491,6.83
4404,2585,8140,6.03
4405,8262,5365,3.76
4406,2570,8014,5.51
4407,3914,3774,16.76
4408,4882,3013,9.14
4409,3396,9469,16.31
4410,2549,267,4.39
4411,6376,3895,0.77
4412,9492,52,0.54
4413,7176,7319,9.34
4414,7434,8372,6.63
4415,7184,5882,20.81
4416,4109,4672,15.88
4417,9209,6520,5.41
4418,158,4247,18.22
4419,5143,6918,3.92
4420,4987,514,11.63
4421,541,583,12.67
4422,4160,7744,5.23
4423,5638,2758,5.15
4424,9425,360,7.82
4425,6487,7472,13.0
4426,9875,1378,10.2
4427,834,6475,21.06
4428,7364,3054,2.46
4429,734,9683,9.46
4430,9249,2491,10.82
4431,3120,6765,8.68
4432,5569,2869,1.29
4433,2406,4248,11.9
4434,8293,6486,16.91
4435,9202,2155,1.49
4436,2051,6940,0.47
4437,9260,7037,8.31
4438,4379,4903,3.32
4439,3045,3006,7.99
4440,3085,664,4.37
4441,6995,8327,21.76
4442,7586,5549,5.65
4443,7319,1817,3.18
4444,5016,128,15.09
4445,507,2219,2.73
4446,9339,8088,19.78
4447,7960,6303,4.95
4448,7960,9983,1.6
4449,6181,5617,11.61
4450,8954,7010,12.27
4451,1403,3850,13.2
4452,7867,7209,11.16
4453,2610,1876,2.33
4454,4255,8782,4.39
4455,5808,3564,8.68
4456,2041,8621,4.45
4457,9788,9530,8.49
4458,9168,5225,4.84
4459,6094,6734,0.03
4460,4322,4522,1.62
4461,1171,6982,5.02
4462,5069,9271,3.67
4463,9335,2069,0.28
4464,2611,7311,8.6
4465,7071,5694,15.67
4466,3579,7243,0.19
4467,5377,3231,3.73
4468,2668,6017,16.63
4469,1548,9997,1.75
4470,49,4917,5.0
4471,9815,5938,1.86
4472,1795,328,14.24
4473,6547,4954,1.13
4474,1465,3804,2.98
4475,7267,3680,8.29
4476,9996,8891,9.84
4477,6549,3011,5.42
4478,9714,4396,12.04
4479,3296,5268,2.72
4480,9069,9162,4.12
4481,1057,6778,2.67
4482,7238,6693,9.66
4483,7637,6931,15.34
4484,2651,4686,7.13
4485,9705,6907,6.79
4486,2291,9633,7.8
4487,2421,2565,7.02
4488,3589,242,2.13
4489,7699,9664,6.3
4490,579,4262,6.45
4491,9565,3448,6.96
4492,9665,6419,7.4
4493,6596,4646,15.14
4494,8421,2032,16.36
4495,3227,1109,7.9
4496,9529,7170,20.46
4497,5903,3075,16.46
4498,6013,2734,0.07
4499,3909,4816,6.19
4500,6696,178,10.96
4501,9093,5863,13.66
4502,1223,3309,4.87
4503,4440,4855,6.34
4504,679,8958,1.88
4505,2731,5332,8.88
4506,8901,7363,1.31
4507,4326,7652,20.15
4508,8412,5404,6.92
4509,5769,5610,15.99
4510,2386,514,6.53
4511,8908,7472,9.29
4512,2508,8527,12.0
4513,7546,3077,1.29
4514,3902,85,2.97
4515,3221,1238,7.43
4516,7389,905,11.19
4517,8153,1659,11.29
4518,9346,1538,4.96
4519,6469,9581,4.16
4520,696,3916,9.78
4521,977,6104,23.94
4522,2531,952,11.82
4523,111,784,5.6
4524,5225,6187,8.33
4525,7531,204,2.18
4526,7312,7483,11.4
4527,9127,6073,3.06
4528,6357,1162,5.36
4529,2700,9396,7.33
4530,6817,3111,10.67
4531,9220,7248,8.48
4532,1886,3971,0.86
4533,9983,101,17.16
4534,146,7399,7.84
4535,7612,7294,7.76
4536,9395,6314,4.64
4537,4600,1114,18.83
4538,4862,6018,4.51
4539,867,3049,13.01
4540,4397,8792,25.43
4541,7715,2706,9.18
4542,9654,9921,2.2
4543,1149,8670,15.58
4544,124,5654,2.34
4545,8309,4997,22.59
4546,7856,9064,10.21
4547,2634,5634,0.98
4548,2673,2144,16.44
4549,4602,1765,3.26
4550,8694,6676,18.65
4551,2402,1593,2.99
4552,5137,1756,10.52
4553,5787,782,5.49
4554,7894,9728,5.69
4555,86,6335,2.91
4556,5359,4210,0.96
4557,5120,1376,3.07
4558,2061,957,1.22
4559,3243,4842,18.81
4560,9229,4637,15.93
4561,223,1037,11.38
4562,8333,4333,12.64
4563,5059,8847,0.4
4564,7830,1183,9.8
4565,3608,707,5.49
4566,914,5085,5.58
4567,3650,8511,5.21
4568,4602,9865,2.34
4569,9729,9966,8.2
4570,7204,1795,8.16
4571,1652,1072,8.18
4572,9265,7990,5.22
4573,8828,8869,1.11
4574,8324,3425,3.0
4575,3979,3547,8.74
4576,5973,4020,14.7
4577,9499,7774,5.52
4578,580,8380,12.46
4579,44,8527,16.7
4580,1947,4914,0.47
4581,4574,1123,11.97
4582,2806,1211,25.87
4583,9148,3533,9.62
4584,4696,3039,9.06
4585,3604,7670,13.2
4586,3238,9050,12.15
4587,2546,9717,5.58
4588,2580,8482,7.45
4589,9687,5537,7.81
4590,1696,9080,3.17
4591,8640,6522,0.86
4592,75,3649,6.47
4593,5066,7745,9.37
4594,9698,3504,11.67
4595,5291,8156,13.15
4596,9930,9076,4.33
4597,6003,3749,9.85
4598,7031,908,10.91
4599,7536,4790,2.27
4600,5434,4259,15.05
4601,6472,8855,1.77
4602,7410,3080,10.99
4603,3909,4496,16.8
4604,9666,5831,5.2
4605,8701,8356,14.51
4606,2810,5979,7.11
4607,9850,2802,1.32
4608,1581,9888,5.59
4609,2344,8675,14.04
4610,4397,2467,3.34
4611,9463,2642,17.6
4612,3127,5535,5.24
4613,5606,1522,12.8
4614,1748,4016,13.84
4615,6057,7471,1.87
4616,4307,8963,9.66
4617,3508,8587,6.64
4618,8663,4301,9.7
4619,847,7226,8.92
4620,9361,2707,3.36
4621,6269,668,4.21
4622,1750,1160,18.96
4623,422,2638,0.66
4624,5279,7063,14.63
4625,6470,637,0.3
4626,7317,8638,5.08
4627,8211,4404,9.11
4628,2898,627,10.57
4629,9401,353,14.03
4630,994,9446,8.31
4631,8182,8051,8.77
4632,3989,2924,1.75
4633,816,5689,3.37
4634,5240,8077,4.77
4635,2106,9242,2.8
4636,9705,443,0.87
4637,1518,2078,1.25
4638,5552,2626,3.85
4639,9130,7783,15.95
4640,1499,5705,4.47
4641,3559,1464,4.89
4642,3562,9603,7.03
4643,5782,7497,4.09
4644,5331,2147,0.02
4645,2526,3930,0.71
4646,5417,7891,0.9
4647,7204,9615,1.56
4648,7646,2320,8.62
4649,9929,8130,16.02
4650,6714,1643,9.68
4651,2989,1704,10.91
4652,3242,2593,5.94
4653,7746,8399,15.98
4654,6617,7479,10.77
4655,5477,7429,1.21
4656,646,5573,14.42
4657,3563,6145,2.41
4658,4774,8648,11.63
4659,1075,3504,6.12
4660,4610,2244,13.9
4661,4497,3431,0.44
4662,8627,2983,5.3
4663,5921,5864,3.01
4664,4129,4946,1.72
4665,6929,6095,3.84
4666,7170,3978,4.04
4667,9240,3165,9.81
4668,2575,5231,4.7
4669,2094,1803,1.63
4670,1689,3547,4.78
4671,9547,9385,5.03
4672,4726,6442,2.25
4673,621,2953,1.38
4674,2173,7168,5.43
4675,8901,5686,2.44
4676,3410,9227,19.61
4677,3710,3117,4.24
4678,7999,2634,1.99
4679,3443,2648,10.24
4680,4574,4478,11.59
4681,2983,8761,13.26
4682,9318,7657,14.27
4683,2966,1102,2.27
4684,8445,7142,10.01
4685,6317,5765,9.39
4686,47,8756,14.06
4687,192,2492,6.75
4688,6401,6962,9.88
4689,6587,3124,10.35
4690,9469,7407,7.31
4691,4222,7171,4.1
4692,73,6907,25.31
4693,9521,8027,1.29
4694,4069,7089,16.56
4695,3499,2583,14.17
4696,391,6778,5.94
4697,8797,8934,5.0
4698,9215,7928,5.18
4699,7020,7128,6.76
4700,4275,2831,8.96
4701,5844,4337,0.93
4702,5259,3826,1.7
4703,8510,904,18.38
4704,383,9203,2.02
4705,5845,1809,24.47
4706,4277,6557,2.51
4707,7118,5832,9.5
4708,8399,2931,2.74
4709,530,6732,5.76
4710,6558,3791,6.12
4711,4443,8649,5.29
4712,7136,6759,6.73
4713,1157,1275,3.23
4714,9306,7437,10.16
4715,3136,8053,11.26
4716,6266,1041,16.47
4717,1241,6637,15.8
4718,8646,5173,9.57
4719,3193,8284,4.29
4720,9667,3040,1.88
4721,4133,5278,0.57
4722,655,2928,14.57
4723,6255,2192,5.56
4724,5877,7322,17.17
